City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
355,Khani,GE,41.96,42.96,59.0,72,75,4.7,broken clouds
356,San Patricio,US,28.02,-97.52,66.2,93,20,4.7,fog
357,Tiznit,MA,29.58,-9.5,71.26,38,25,2.04,scattered clouds
358,Cangucu,BR,-31.39,-52.68,58.59,95,69,7.23,broken clouds
359,Tornio,FI,65.85,24.15,33.8,69,0,4.7,clear sky
360,Cabedelo,BR,-6.98,-34.83,78.8,88,75,6.93,broken clouds
361,Teguldet,RU,57.31,88.17,39.63,79,66,8.23,broken clouds
362,Ponerihouen,NC,-21.08,165.4,74.01,75,43,7.56,scattered clouds
363,Pingliang,CN,35.54,106.69,51.31,44,99,6.46,light rain
364,La Rioja,ES,42.25,-2.5,52.0,100,90,5.82,overcast clouds
365,Cumbitara,CO,1.65,-77.58,57.76,100,100,0.85,overcast clouds
366,Adrar,MR,20.5,-10.07,86.27,14,66,7.63,broken clouds
367,Ternate,ID,0.8,127.4,81.48,76,5,7.9,clear sky
368,Russell,US,32.35,-85.2,66.2,82,1,4.7,clear sky
369,Velasco Ibarra,EC,-1.05,-79.62,71.35,77,100,6.55,overcast clouds
370,Dom Pedrito,BR,-30.98,-54.67,61.63,85,26,8.81,scattered clouds
371,Northampton,US,40.88,-75.25,52.0,87,1,5.82,clear sky
372,Cerritos,US,33.86,-118.06,55.99,71,1,3.36,clear sky
373,Lebedinyy,RU,58.52,125.52,-6.75,92,100,2.39,overcast clouds
374,Nhulunbuy,AU,-12.23,136.77,86.0,66,40,8.05,scattered clouds
375,Aranos,NA,-24.13,19.12,84.74,17,49,3.89,scattered clouds
376,Suntar,RU,62.14,117.63,-1.55,90,0,3.36,clear sky
377,Beckley,US,37.78,-81.19,51.8,93,1,4.07,clear sky
378,Kudahuvadhoo,MV,2.67,72.89,84.65,66,27,4.47,very heavy rain
379,Nosy Varika,MG,-20.58,48.53,79.93,71,12,11.72,few clouds
380,Olafsvik,IS,64.89,-23.71,39.96,71,99,8.93,overcast clouds
381,Fortaleza,BR,-3.72,-38.52,80.6,78,40,9.17,scattered clouds
382,Kardamaina,GR,36.78,27.14,69.8,52,0,3.36,clear sky
383,Stettler,CA,52.32,-112.72,17.01,100,100,25.28,light rain
384,Winnemucca,US,40.97,-117.74,28.4,79,90,5.82,overcast clouds
385,Dingle,PH,11.0,122.67,76.98,84,100,2.93,light rain
386,Te Anau,NZ,-45.42,167.72,41.31,77,0,3.6,clear sky
387,Tongliao,CN,43.61,122.27,28.9,69,0,7.05,clear sky
388,Rio De Jesus,PA,7.98,-81.16,73.15,90,96,3.47,overcast clouds
389,Balabac,PH,7.99,117.06,81.41,79,98,8.08,overcast clouds
390,Samarai,PG,-10.62,150.67,81.12,84,60,14.65,moderate rain
391,Khorinsk,RU,52.17,109.77,25.38,95,96,6.6,overcast clouds
392,Magistralnyy,RU,56.17,107.45,26.92,97,100,6.04,light snow
393,Gold Coast,AU,-28.0,153.43,66.0,72,90,5.82,overcast clouds
394,Puebloviejo,CO,10.99,-74.28,79.0,85,62,1.99,light rain
395,San Pedro,PH,14.35,121.02,84.2,74,75,12.75,broken clouds
396,Guerrero Negro,MX,27.98,-114.06,60.89,65,0,13.24,clear sky
397,Bull Savanna,JM,17.89,-77.59,76.93,87,100,14.05,overcast clouds
398,Lagoa,PT,39.05,-27.98,60.58,70,9,10.92,light rain
399,Sao Filipe,CV,14.9,-24.5,80.15,72,72,5.64,broken clouds
400,Paamiut,GL,61.99,-49.67,25.54,86,100,35.1,overcast clouds
401,Antsohihy,MG,-14.88,47.99,102.29,26,78,7.25,broken clouds
402,Betioky,MG,-23.72,44.38,110.79,14,0,1.77,clear sky
403,Saint-Francois,FR,46.42,3.91,60.01,77,98,13.87,overcast clouds
404,Carlet,ES,39.23,-0.52,66.0,72,53,1.01,broken clouds
405,Awbari,LY,26.59,12.78,68.49,47,0,9.82,clear sky
406,Erenhot,CN,43.65,111.98,36.1,64,0,7.2,clear sky
407,Kaitong,CN,44.81,123.15,29.91,70,0,9.4,clear sky
408,Costinesti,RO,43.95,28.63,57.2,58,20,4.7,few clouds
409,Mitsamiouli,KM,-11.38,43.28,82.18,74,70,7.7,light rain
410,Severn,US,39.14,-76.7,50.0,93,1,1.9,fog
411,Perigueux,FR,45.18,0.72,60.01,92,98,3.0,overcast clouds
412,Toamasina,MG,-18.17,49.38,82.4,88,40,12.75,shower rain
413,Kavieng,PG,-2.57,150.8,82.0,74,40,4.76,moderate rain
414,Salalah,OM,17.02,54.09,87.8,55,0,8.05,clear sky
415,Ca Mau,VN,9.18,105.15,80.65,87,69,5.14,moderate rain
416,Caucaia,BR,-3.74,-38.65,80.6,78,40,9.17,scattered clouds
417,Totness,SR,5.88,-56.32,76.51,85,36,12.08,scattered clouds
418,Goundi,TD,9.36,17.37,93.99,22,64,4.56,broken clouds
419,Talnakh,RU,69.49,88.4,19.4,92,75,24.61,light snow
420,Eidfjord,NO,60.47,7.07,37.0,75,98,5.99,overcast clouds
421,Kyra,RU,49.58,111.98,24.57,92,61,3.91,broken clouds
422,Hanna,CA,51.63,-111.9,17.01,90,100,18.01,overcast clouds
423,Bardiyah,LY,31.76,25.09,69.28,70,7,17.38,light rain
424,Kavaratti,IN,10.57,72.64,83.93,67,0,3.36,clear sky
425,Akureyri,IS,65.68,-18.09,33.8,64,0,5.82,clear sky
426,Nome,US,64.5,-165.41,28.4,86,1,6.93,clear sky
427,Puerto Carreno,CO,6.19,-67.49,74.48,96,100,8.63,heavy intensity rain
428,Wanning,CN,18.8,110.4,75.2,75,37,15.28,scattered clouds
429,Jiazi,CN,22.88,116.07,71.01,72,91,18.01,overcast clouds
430,Taksimo,RU,56.34,114.88,6.31,88,97,1.1,overcast clouds
431,Hambantota,LK,6.12,81.12,84.2,79,40,10.29,thunderstorm
432,Stephenville Crossing,CA,48.5,-58.43,28.4,86,75,3.36,broken clouds
433,Albury,AU,-36.08,146.92,69.8,49,0,3.36,clear sky
434,Obo,CF,5.4,26.49,85.46,57,73,2.55,broken clouds
435,North Bend,US,43.41,-124.22,46.4,75,40,9.17,scattered clouds
436,Fartura,BR,-23.39,-49.51,65.93,62,0,7.63,clear sky
437,Baillif,GP,16.02,-61.75,77.0,94,75,3.36,broken clouds
438,Carutapera,BR,-1.2,-46.02,82.08,75,80,11.54,broken clouds
439,Sistranda,NO,63.73,8.83,42.8,87,75,13.87,light intensity shower rain
440,Emba,KZ,48.83,58.14,38.62,72,97,19.64,overcast clouds
441,Port Shepstone,ZA,-30.74,30.45,77.36,69,0,14.83,clear sky
442,Saint-Denis,FR,48.92,2.33,57.99,87,90,5.82,overcast clouds
443,Atar,MR,20.52,-13.05,91.72,14,28,15.08,scattered clouds
444,Payakumbuh,ID,-0.22,100.63,76.86,79,98,2.89,overcast clouds
445,Port Moresby,PG,-9.44,147.18,77.0,94,40,6.93,scattered clouds
446,Bogande,BF,12.97,-0.14,89.55,13,1,12.46,clear sky
447,Nagua,DO,19.38,-69.85,73.0,94,100,1.01,overcast clouds
448,Batemans Bay,AU,-35.72,150.18,60.01,88,94,1.01,overcast clouds
449,Iquique,CL,-20.22,-70.14,64.4,63,75,9.17,broken clouds
450,Luena,AO,-11.78,19.92,86.68,41,62,4.12,broken clouds
451,Maroua,CM,10.59,14.32,86.0,30,0,12.75,clear sky
452,San,ML,13.3,-4.9,90.97,16,0,15.59,clear sky
453,Acarau,BR,-2.89,-40.12,81.77,73,42,17.9,scattered clouds
454,Westerland,DE,54.91,8.3,46.4,93,0,8.05,clear sky
455,Murgab,TM,37.5,61.97,62.6,36,75,6.93,haze
456,Cockburn Town,TC,21.46,-71.14,79.3,80,100,19.33,light rain
457,Alta Floresta,BR,-9.88,-56.09,72.3,83,22,3.69,few clouds
458,Lethem,GY,3.38,-59.8,75.69,91,100,4.03,overcast clouds
459,Oistins,BB,13.07,-59.53,78.8,88,40,12.75,scattered clouds
460,Shingu,JP,33.73,135.98,60.8,67,40,6.93,scattered clouds
461,Meadville,US,41.64,-80.15,51.8,57,1,4.7,clear sky
462,Bengkulu,ID,-3.8,102.27,80.06,85,100,6.58,heavy intensity rain
463,Sao Joao Da Barra,BR,-21.64,-41.05,73.4,94,90,3.36,overcast clouds
464,Menongue,AO,-14.66,17.69,96.44,18,37,7.96,scattered clouds
465,Veraval,IN,20.9,70.37,86.92,42,0,7.7,clear sky
466,Byron Bay,AU,-28.65,153.62,66.2,59,90,12.75,overcast clouds
467,Jacksonville,US,30.33,-81.66,73.99,88,75,6.93,broken clouds
468,Yerbogachen,RU,61.28,108.01,13.84,96,100,7.23,light snow
469,Sao Raimundo Das Mangabeiras,BR,-7.02,-45.48,77.92,73,44,7.99,scattered clouds
470,Rundu,NA,-17.93,19.77,102.16,16,30,3.85,scattered clouds
471,Segou,ML,13.43,-6.22,90.07,13,2,14.2,clear sky
472,Berezovka,BY,53.72,25.5,45.88,84,99,7.92,overcast clouds
473,Tabuk,PH,17.42,121.44,76.24,88,100,4.56,moderate rain
474,Sitka,US,57.05,-135.33,33.8,86,75,6.93,broken clouds
475,Kirakira,SB,-10.45,161.92,80.31,82,98,6.49,overcast clouds
476,Rio Grande,BR,-32.03,-52.1,65.25,84,25,11.25,scattered clouds
477,Arman,RU,59.7,150.17,5.45,85,26,17.13,scattered clouds
478,Odessa,UA,46.48,30.73,55.4,71,0,6.71,clear sky
479,Kafanchan,NG,9.58,8.3,87.3,22,20,2.89,few clouds
480,Calabozo,VE,8.92,-67.43,72.88,98,96,1.97,overcast clouds
481,Mandiana,GN,10.63,-8.68,87.66,25,0,2.44,clear sky
482,Paragominas,BR,-2.97,-47.48,75.54,89,11,6.11,few clouds
483,Pahrump,US,36.21,-115.98,42.01,70,16,7.0,few clouds
484,Gao,ML,16.64,1.64,86.49,15,0,17.81,clear sky
485,Motul,MX,21.1,-89.28,73.99,94,40,4.7,scattered clouds
486,Ingham,US,42.6,-84.38,48.2,81,1,6.89,clear sky
487,Bakchar,RU,57.02,82.07,41.45,68,100,12.82,overcast clouds
488,Bud,US,39.45,-86.18,55.99,71,90,6.6,overcast clouds
489,Toora-Khem,RU,52.47,96.11,31.15,94,0,1.21,clear sky
490,Palmer,US,42.16,-72.33,46.99,100,1,1.9,clear sky
491,Sabya,SA,17.15,42.63,91.4,59,20,13.87,few clouds
492,Biak,ID,-0.91,122.88,79.57,72,31,4.27,scattered clouds
493,Sumbe,AO,-11.21,13.84,80.73,66,92,6.17,overcast clouds
494,Kjollefjord,NO,70.95,27.35,37.2,81,100,31.5,overcast clouds
495,Dondo,MZ,-19.61,34.74,87.8,70,20,17.22,few clouds
496,Seydi,TM,39.48,62.91,61.7,48,100,13.56,overcast clouds
497,Cardston,CA,49.2,-113.3,15.8,85,100,19.46,overcast clouds
498,Kimbe,PG,-5.55,150.14,78.03,86,97,3.2,overcast clouds
499,Magadan,RU,59.57,150.8,7.95,85,49,15.3,scattered clouds
500,Haldensleben,DE,52.29,11.41,48.99,87,0,2.24,clear sky
501,Jatara,IN,25.02,79.05,85.71,15,0,4.9,clear sky
502,Sabang,ID,5.89,95.32,82.8,70,84,3.96,broken clouds
503,Zatoka,UA,46.07,30.47,55.4,71,0,6.71,clear sky
504,Vila Franca Do Campo,PT,37.72,-25.43,53.6,81,20,4.7,few clouds
505,Yagodnoye,RU,62.55,149.67,-4.16,89,100,3.49,overcast clouds
506,Egvekinot,RU,66.32,-179.17,16.02,97,94,5.23,overcast clouds
507,Iqaluit,CA,63.75,-68.51,10.4,78,40,8.05,scattered clouds
508,Terrace,CA,54.52,-128.6,28.4,86,5,11.41,clear sky
509,Arlit,NE,18.74,7.39,79.16,22,0,2.01,clear sky
510,Severo-Yeniseyskiy,RU,60.37,93.04,33.51,92,100,10.33,overcast clouds
511,Sept-Iles,CA,50.2,-66.38,24.8,73,45,2.24,scattered clouds
512,Rockland,US,41.17,-74.05,55.0,87,1,6.93,clear sky
513,Rolla,US,37.95,-91.77,60.8,77,1,12.75,clear sky
514,Champerico,GT,14.3,-91.92,69.01,97,88,9.4,light rain
515,Terrak,NO,65.09,12.37,41.0,75,40,6.93,shower rain
516,Churapcha,RU,62.0,132.43,-9.33,90,100,4.81,overcast clouds
517,Whitianga,NZ,-36.83,175.7,57.99,93,62,1.99,broken clouds
518,Altar,MX,30.7,-111.82,54.0,65,0,1.57,clear sky
519,Walvis Bay,NA,-22.96,14.51,68.0,68,5,3.36,clear sky
520,Usevya,TZ,-7.1,31.23,96.93,18,0,7.31,clear sky
521,Salisbury,GB,51.07,-1.8,53.01,100,100,3.36,mist
522,Hermiston,US,45.84,-119.29,41.0,38,75,8.05,broken clouds
523,Morehead,US,37.27,-87.18,64.4,82,40,6.82,scattered clouds
524,Amuntai,ID,-2.42,115.25,80.85,80,97,2.42,overcast clouds
525,Vigeland,NO,58.08,7.3,51.01,83,0,3.0,clear sky
526,Casa Nova,BR,-9.42,-41.13,77.0,73,75,13.87,broken clouds
527,Naron,ES,43.52,-8.15,60.8,82,40,4.7,scattered clouds
528,Xuddur,SO,4.12,43.89,86.23,49,9,10.89,clear sky
529,Sainte-Suzanne,RE,-20.91,55.61,84.2,51,20,24.16,few clouds
530,Coquimbo,CL,-29.95,-71.34,55.4,87,80,2.24,broken clouds
531,Sorong,ID,-0.88,131.25,81.01,82,100,5.84,overcast clouds
532,Puerto Maldonado,PE,-12.6,-69.18,74.03,67,70,1.19,broken clouds
533,Kawalu,ID,-7.38,108.21,77.25,85,78,2.95,moderate rain
534,Turayf,SA,31.67,38.66,69.8,49,75,23.04,broken clouds
535,Joshimath,IN,30.57,79.57,63.46,27,0,5.48,clear sky
536,Nueva Helvecia,UY,-34.3,-57.23,57.99,94,0,7.81,clear sky
537,Kungurtug,RU,50.6,97.52,30.2,93,0,2.04,clear sky
538,Santa Cruz Del Sur,CU,20.71,-78.0,80.33,83,100,30.82,light rain
539,San Jeronimo,PE,-11.95,-75.28,47.25,69,88,1.9,overcast clouds
540,Iseyin,NG,7.97,3.6,86.81,52,8,3.15,clear sky
541,Pisco,PE,-13.7,-76.22,64.4,82,90,5.82,overcast clouds
542,Belyye Berega,RU,53.21,34.66,48.2,87,90,11.18,light rain
543,Chicama,PE,-7.84,-79.15,59.86,85,10,3.96,clear sky
544,Davila,PH,18.47,120.58,82.4,78,75,3.36,light intensity shower rain
545,Daru,PG,-9.08,143.21,81.05,83,65,12.37,broken clouds
546,Panguna,PG,-6.32,155.48,69.96,100,90,1.12,overcast clouds
547,Lubango,AO,-14.92,13.49,84.2,19,40,11.41,scattered clouds
548,Roros,NO,62.57,11.38,33.8,90,100,2.24,overcast clouds
549,Mossendjo,CG,-2.95,12.73,78.93,87,60,2.68,moderate rain
550,Aurillac,FR,44.92,2.45,60.01,87,20,6.93,few clouds
551,Peniche,PT,39.36,-9.38,64.0,87,1,11.99,clear sky
552,Port-Cartier,CA,50.03,-66.87,24.8,73,64,2.24,broken clouds
553,Yaan,NG,7.38,8.57,89.04,53,99,1.39,overcast clouds
554,Port Lavaca,US,28.61,-96.63,64.99,96,2,3.0,clear sky
555,Lasa,IT,46.62,10.7,39.2,80,75,8.05,broken clouds
556,Brae,GB,60.4,-1.35,48.2,81,90,11.41,overcast clouds
557,Mandan,US,46.83,-100.89,37.4,100,90,6.93,mist
558,Priego De Cordoba,ES,37.44,-4.2,63.0,81,0,3.53,clear sky
559,Nautanwa,IN,27.43,83.42,83.3,37,0,1.68,clear sky
560,Cam Ranh,VN,11.92,109.16,86.0,62,40,17.22,scattered clouds
561,Bubaque,GW,11.28,-15.83,83.98,67,45,5.3,scattered clouds
562,Tamandare,BR,-8.76,-35.1,79.3,75,24,11.18,few clouds
563,Nipawin,CA,53.37,-104.0,19.4,92,90,20.8,overcast clouds
564,Dolores,AR,-36.31,-57.68,58.89,87,0,1.83,light rain
565,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,24.8,73,0,8.95,clear sky
566,Pontes E Lacerda,BR,-15.23,-59.34,76.32,63,17,1.57,few clouds
567,Shihezi,CN,44.3,86.03,51.49,40,0,3.24,clear sky
568,Leeuwarden,NL,53.2,5.81,48.99,87,4,5.82,clear sky
569,Calama,CL,-22.47,-68.93,48.2,11,0,13.87,clear sky
570,Vestmanna,FO,62.16,-7.17,37.4,93,77,3.36,broken clouds
571,Bushehr,IR,28.97,50.84,89.6,31,0,11.41,clear sky
572,Abu Dhabi,AE,24.47,54.37,89.6,46,20,5.82,few clouds
573,Tadine,NC,-21.55,167.88,73.72,71,37,13.0,scattered clouds
574,Key Largo,US,25.09,-80.45,78.01,71,100,18.99,overcast clouds
575,Ucluelet,CA,48.93,-125.55,39.76,66,0,10.42,clear sky
576,Cap Malheureux,MU,-19.98,57.61,80.01,67,2,10.0,clear sky
577,Zhanaozen,KZ,43.3,52.8,49.46,50,66,19.39,broken clouds
578,South Venice,US,27.05,-82.42,75.99,88,90,14.99,overcast clouds
579,Ankazoabo,MG,-22.28,44.52,105.12,18,16,3.13,few clouds
580,Matanzas,CU,23.04,-81.58,71.6,100,40,4.7,scattered clouds
581,Krabi,TH,8.07,98.91,87.8,66,75,4.7,heavy intensity rain
582,Orlik,RU,52.52,99.83,25.95,91,1,2.68,clear sky
583,Kushiro,JP,42.98,144.37,44.6,48,40,5.82,scattered clouds
584,Edd,ER,13.93,41.69,92.73,39,78,18.34,broken clouds
585,Pong,TH,19.15,100.28,87.8,55,20,2.24,few clouds
586,Parvatipuram,IN,18.78,83.43,82.67,47,0,5.32,clear sky
587,Labuan,MY,5.28,115.24,84.2,79,20,5.82,few clouds
588,Coahuayana,MX,18.73,-103.68,72.32,86,55,3.6,broken clouds
589,San Andres,CO,12.58,-81.7,80.6,88,40,11.41,scattered clouds
590,La Ronge,CA,55.1,-105.28,15.8,85,100,13.87,light snow
591,Ponta Do Sol,PT,32.67,-17.1,68.0,68,20,4.7,few clouds
592,Lac Du Bonnet,CA,50.25,-96.06,39.0,97,100,11.41,overcast clouds
593,Nha Trang,VN,12.25,109.18,86.0,62,40,17.22,scattered clouds
594,Bone,DE,51.97,12.14,52.0,80,0,3.36,clear sky
595,Camalu,MX,30.85,-116.07,50.0,60,21,1.01,few clouds
596,San Luis Obispo,US,35.37,-120.53,52.0,87,90,3.36,overcast clouds
597,Yar-Sale,RU,66.83,70.83,25.18,98,92,4.72,overcast clouds
598,Bantry,IE,51.68,-9.45,55.4,93,75,10.29,broken clouds
599,Salamiyah,SY,35.01,37.05,70.68,39,37,9.82,scattered clouds
600,La Fleche,FR,47.7,-0.08,59.0,100,94,4.7,overcast clouds
601,Sinazongwe,ZM,-17.26,27.46,95.65,23,0,14.88,clear sky
602,Chokwe,MZ,-24.53,32.98,108.27,16,0,10.42,clear sky
603,Miastko,PL,54.0,16.98,45.0,94,71,3.6,broken clouds
604,Mecca,SA,21.43,39.83,91.6,34,1,11.63,clear sky
605,Aksu,CN,41.12,80.26,56.68,31,0,0.94,clear sky
606,Sungaipenuh,ID,-2.08,101.38,69.94,95,99,2.28,overcast clouds
607,Laurel,US,39.1,-76.85,44.6,93,1,1.97,clear sky
608,Nanakuli,US,21.39,-158.15,78.8,83,1,3.36,clear sky
609,Mtwara,TZ,-10.27,40.18,85.42,63,35,10.58,scattered clouds
610,Luanda,AO,-8.84,13.23,75.2,94,75,6.93,shower drizzle
611,Hamilton,US,39.18,-84.53,57.2,93,1,3.58,mist
612,Yumen,CN,40.28,97.2,47.91,35,55,8.5,broken clouds
613,Kalininsk,RU,51.5,44.48,40.24,92,43,17.72,scattered clouds
614,Nyagan,RU,62.14,65.39,30.7,96,47,3.51,scattered clouds
615,Iralaya,HN,15.0,-83.23,76.51,90,94,10.29,overcast clouds
616,Djambala,CG,-2.54,14.75,76.53,82,87,4.79,moderate rain
617,Qasigiannguit,GL,68.82,-51.19,3.2,65,43,3.36,scattered clouds
618,Boa Vista,BR,2.82,-60.67,75.2,94,20,3.36,few clouds
619,Perivolion,GR,39.42,20.01,69.8,64,20,3.36,few clouds
620,Lashio,MM,22.93,97.75,75.2,75,1,1.59,light rain
621,Itaobim,BR,-16.57,-41.83,72.91,87,100,2.77,overcast clouds
622,Kota Belud,MY,6.35,116.43,84.2,79,20,5.82,very heavy rain
623,Ayan,RU,56.45,138.17,9.07,86,100,19.06,overcast clouds
624,Ifo,NG,6.81,3.2,88.74,56,37,4.38,scattered clouds
625,Lata,PT,40.16,-8.33,63.0,92,69,4.0,light rain
626,Tazovskiy,RU,67.47,78.7,24.85,99,100,4.23,light snow
627,Harper,LR,4.38,-7.72,83.95,71,49,6.02,scattered clouds
628,Jizan,SA,17.33,42.67,91.4,59,20,13.87,few clouds
629,Ban Nahin,LA,18.24,104.21,78.01,61,0,4.32,clear sky
630,Northport,US,33.23,-87.58,68.0,88,1,5.82,clear sky
631,Aktash,RU,50.3,87.73,25.7,91,0,6.38,clear sky
632,Barranca,PE,-10.75,-77.77,56.14,95,14,4.68,few clouds
633,Sobolevo,RU,54.43,31.9,48.16,82,100,13.6,light rain
634,Tugolesskiy Bor,RU,55.55,39.82,48.97,89,100,11.61,overcast clouds
635,Broadford,AU,-37.2,145.07,59.0,75,0,2.77,clear sky
636,Faro,PT,37.02,-7.93,68.0,77,40,9.17,scattered clouds
637,Puerto Rico,AR,-26.8,-55.02,68.7,55,60,0.76,broken clouds
638,Wadi Maliz,TN,36.47,8.55,66.2,55,0,1.12,clear sky
639,Aberfeldy,GB,56.62,-3.86,48.0,94,100,5.99,overcast clouds
640,Rivadavia,AR,-33.19,-68.46,68.0,52,20,4.7,few clouds
641,Coos Bay,US,43.37,-124.22,46.4,75,40,9.17,scattered clouds
642,Sagone,FR,42.12,8.7,68.0,56,0,2.24,clear sky
643,Pacific Grove,US,36.62,-121.92,54.0,71,90,13.87,overcast clouds
644,Ofunato,JP,39.07,141.72,50.0,81,75,4.7,broken clouds
645,Pottsville,US,40.69,-76.2,46.99,93,1,2.44,clear sky
646,Raudeberg,NO,61.99,5.14,48.2,93,91,10.29,light rain
647,Lydenburg,ZA,-25.1,30.46,100.99,22,1,3.0,clear sky
648,Santo Domingo,DO,18.5,-69.99,75.99,94,75,4.7,broken clouds
649,Jamuria,IN,23.7,87.08,83.66,36,0,7.65,clear sky
650,Jeremie,HT,18.65,-74.12,78.84,78,97,6.64,overcast clouds
651,Mahon,ES,39.89,4.27,68.0,82,40,5.82,scattered clouds
652,Hearst,CA,49.68,-83.67,33.8,100,100,2.24,overcast clouds
653,Zhaotong,CN,27.32,103.72,51.42,76,95,5.84,overcast clouds
654,Richards Bay,ZA,-28.78,32.04,91.99,45,12,5.3,few clouds
655,Quatre Cocos,MU,-20.21,57.76,82.4,61,75,17.22,broken clouds
656,Harrisonburg,US,38.45,-78.87,50.0,100,1,2.17,clear sky
657,Ambilobe,MG,-13.2,49.05,94.41,39,76,6.29,broken clouds
658,Bereda,ES,43.27,-7.54,59.0,98,73,7.0,broken clouds
659,Sioux Lookout,CA,50.1,-91.92,39.2,93,90,6.93,overcast clouds
660,Dezhou,CN,37.45,116.29,49.44,41,0,2.19,clear sky
661,Moscow,RU,55.75,37.62,71.56,36,100,14.52,moderate rain
662,Molina,CL,-35.12,-71.28,57.2,82,0,8.05,clear sky
663,Kuytun,RU,54.34,101.5,33.73,90,33,5.75,scattered clouds
664,Kishi,NG,9.08,3.85,87.08,26,78,3.53,broken clouds
665,Hovd,MN,48.01,91.64,31.05,87,1,1.45,clear sky
666,La Macarena,CO,2.18,-73.78,71.69,97,100,2.01,overcast clouds
667,Medea,DZ,36.26,2.75,71.6,60,62,3.36,broken clouds
668,Svetlogorsk,BY,52.63,29.73,47.14,85,100,11.01,overcast clouds
669,Ziro,IN,27.63,93.83,82.4,58,0,1.12,clear sky
670,Foumban,CM,5.73,10.9,79.65,53,84,3.53,broken clouds
671,Makakilo City,US,21.35,-158.09,78.8,83,1,3.36,clear sky
672,Mumford,GH,5.26,-0.76,81.0,81,81,8.66,broken clouds
673,Mitu,CO,1.2,-70.17,72.21,97,100,0.56,heavy intensity rain
674,Jobabo,CU,20.97,-76.3,73.4,94,90,9.17,moderate rain
