City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
251,Itupiranga,BR,-5.13,-49.33,76.53,86,100,1.45,overcast clouds
252,Tromso,NO,69.65,18.96,33.8,74,40,16.11,scattered clouds
253,Solhan,TR,38.96,41.03,42.04,68,0,3.62,clear sky
254,Brandon,US,27.94,-82.29,79.0,88,90,8.05,overcast clouds
255,Palmer,US,42.16,-72.33,64.4,72,40,8.05,scattered clouds
256,Kenai,US,60.55,-151.26,32.0,86,75,11.41,broken clouds
257,Touros,BR,-5.2,-35.46,77.0,88,75,8.05,broken clouds
258,Marmande,FR,44.5,0.17,51.01,100,42,3.0,scattered clouds
259,Lagunas,PE,-5.23,-75.68,78.73,78,40,2.57,scattered clouds
260,Sevierville,US,35.87,-83.56,71.6,68,90,3.65,overcast clouds
261,Jojoima,SL,7.88,-10.79,72.59,95,28,1.32,scattered clouds
262,Guryevsk,RU,54.28,85.93,29.75,88,100,6.13,overcast clouds
263,Yeppoon,AU,-23.13,150.73,82.4,45,0,10.29,clear sky
264,Havoysund,NO,71.0,24.66,32.0,82,0,9.17,clear sky
265,Rutland,US,43.62,-73.02,59.0,82,1,11.41,clear sky
266,Shirokiy,RU,49.76,129.52,21.58,95,0,10.6,clear sky
267,Ust-Nera,RU,64.57,143.2,-17.48,78,28,3.13,scattered clouds
268,East London,ZA,-33.02,27.91,62.73,75,99,9.48,light rain
269,Denpasar,ID,-8.65,115.22,82.4,83,75,4.7,broken clouds
270,Cleveland,US,41.5,-81.7,71.6,56,1,16.11,clear sky
271,Aurdal,NO,60.92,9.42,34.0,98,100,2.01,overcast clouds
272,Saint-Pierre,RE,-21.34,55.48,69.8,73,0,5.82,clear sky
273,Zuya,UA,45.05,34.32,38.75,75,0,3.71,clear sky
274,Hailar,CN,49.2,119.7,31.66,91,25,11.25,scattered clouds
275,Broken Hill,AU,-31.95,141.43,93.2,24,0,23.04,clear sky
276,Egvekinot,RU,66.32,-179.17,16.68,94,78,13.85,broken clouds
277,Talnakh,RU,69.49,88.4,6.8,92,40,6.71,light snow
278,Hamilton,US,39.18,-84.53,73.4,56,75,10.29,broken clouds
279,Sabha,LY,27.04,14.43,54.68,58,0,5.64,clear sky
280,Los Llanos De Aridane,ES,28.66,-17.92,68.0,72,75,6.93,broken clouds
281,Omsukchan,RU,62.53,155.8,-13.61,84,94,3.0,overcast clouds
282,Kirkwall,GB,58.98,-2.96,51.8,87,100,24.16,overcast clouds
283,Airai,TL,-8.93,125.41,78.21,53,100,3.67,overcast clouds
284,Nouakchott,MR,18.09,-15.98,73.4,43,0,4.7,clear sky
285,Belaya Gora,RU,68.53,146.42,-15.0,89,97,3.27,overcast clouds
286,Atambua,ID,-9.11,124.89,88.56,50,98,3.85,overcast clouds
287,Whitehorse,CA,60.72,-135.05,15.8,78,40,16.11,scattered clouds
288,Whitianga,NZ,-36.83,175.7,66.99,71,51,10.0,broken clouds
289,Sri Aman,MY,1.24,111.46,80.6,88,20,3.36,light rain
290,Trelleborg,SE,55.38,13.16,46.4,87,90,5.82,overcast clouds
291,Ustye,RU,59.63,39.74,28.78,96,2,8.55,clear sky
292,Maceio,BR,-9.67,-35.74,73.4,88,20,3.36,few clouds
293,Elblag,PL,54.15,19.41,42.01,75,90,5.82,overcast clouds
294,Vila Velha,BR,-20.33,-40.29,77.0,83,40,8.05,moderate rain
295,Ayr,GB,55.46,-4.63,53.6,81,75,18.34,broken clouds
296,Quba,AZ,41.36,48.52,44.47,89,100,6.87,light rain
297,Morondava,MG,-20.28,44.28,76.64,85,3,3.74,clear sky
298,Palamos,ES,41.85,3.13,54.0,100,90,3.74,fog
299,Barbastro,ES,42.04,0.13,44.01,100,20,2.24,mist
300,Buala,SB,-8.14,159.59,86.79,69,93,7.94,light rain
301,Piacabucu,BR,-10.41,-36.43,75.49,81,0,9.24,clear sky
302,Sitka,US,57.05,-135.33,37.4,74,1,6.93,clear sky
303,Yenagoa,NG,4.92,6.26,74.97,93,73,1.52,broken clouds
304,Torbay,CA,47.67,-52.73,53.01,100,75,25.28,broken clouds
305,Mahibadhoo,MV,3.78,72.97,82.98,72,34,7.65,scattered clouds
306,Dunedin,NZ,-45.87,170.5,61.0,60,18,5.01,few clouds
307,Northam,GB,51.03,-4.22,53.01,92,100,5.99,overcast clouds
308,Pinawa,CA,50.15,-95.88,18.91,88,0,1.32,clear sky
309,Saint-Joseph,RE,-21.37,55.62,69.8,73,0,5.82,clear sky
310,Naze,JP,28.37,129.48,73.4,56,75,17.22,broken clouds
311,Talakan,RU,50.32,130.37,23.31,87,3,5.7,clear sky
312,Hasaki,JP,35.73,140.83,57.0,47,20,17.22,few clouds
313,Itarema,BR,-2.92,-39.92,80.98,77,17,15.7,few clouds
314,Naryan-Mar,RU,67.67,53.09,27.64,97,100,16.04,overcast clouds
315,Puerto Narino,CO,-3.77,-70.38,75.2,100,75,3.36,light rain
316,Bouar,CF,5.93,15.6,65.17,66,68,2.51,broken clouds
317,Najran,SA,17.49,44.13,59.0,44,0,1.1,clear sky
318,Chapais,CA,49.78,-74.85,51.8,100,90,5.82,fog
319,Tahta,EG,26.77,31.5,60.8,48,0,6.93,clear sky
320,Taltal,CL,-25.4,-70.48,57.65,75,8,4.65,clear sky
321,Nago,JP,26.59,127.98,75.2,64,90,16.11,overcast clouds
322,Dingle,PH,11.0,122.67,82.78,76,100,4.5,overcast clouds
323,Chapayevka,UA,47.47,36.35,34.92,89,0,6.35,clear sky
324,Vardo,NO,70.37,31.11,37.69,79,100,14.27,overcast clouds
325,Namibe,AO,-15.2,12.15,72.95,81,47,3.76,scattered clouds
326,Havre-Saint-Pierre,CA,50.23,-63.6,44.6,87,90,8.05,overcast clouds
327,Ancud,CL,-41.87,-73.82,55.0,81,3,2.24,clear sky
328,Kendari,ID,-3.94,122.5,87.76,60,47,4.63,scattered clouds
329,Terrace,CA,54.52,-128.6,33.8,93,20,6.93,few clouds
330,Labe,GN,11.32,-12.28,65.57,51,0,0.54,clear sky
331,Sisimiut,GL,66.94,-53.67,18.64,92,100,7.4,overcast clouds
332,Ambikapur,IN,23.12,83.2,65.57,65,8,3.09,clear sky
333,Foix,FR,42.83,1.58,48.99,59,2,1.99,clear sky
334,La Ronge,CA,55.1,-105.28,21.2,92,90,6.93,light snow
335,Ngama,TD,11.78,17.17,76.86,27,48,9.66,scattered clouds
336,Beaverlodge,CA,55.22,-119.44,17.6,78,90,13.87,light snow
337,Pochutla,MX,15.74,-96.47,81.0,78,75,3.8,broken clouds
338,Cotonou,BJ,6.37,2.42,82.4,83,40,6.93,scattered clouds
339,Beni Mazar,EG,28.5,30.8,57.69,63,0,4.16,clear sky
340,Mayumba,GA,-3.43,10.66,76.53,85,100,2.28,overcast clouds
341,Alofi,NU,-19.06,-169.92,80.6,65,6,13.87,clear sky
342,Namatanai,PG,-3.67,152.43,84.06,76,19,7.14,moderate rain
343,Beringovskiy,RU,63.05,179.32,21.15,94,82,17.25,broken clouds
344,Yeniseysk,RU,58.45,92.17,29.82,95,100,7.78,overcast clouds
345,Ixtapa,MX,20.7,-105.2,80.6,78,90,5.82,overcast clouds
346,Bend,US,44.06,-121.32,37.4,86,90,5.82,light intensity drizzle
347,Luderitz,NA,-26.65,15.16,62.92,39,0,14.58,clear sky
348,Bagojo,MX,25.87,-109.12,69.8,49,5,12.75,clear sky
349,Filingue,NE,14.35,3.32,75.92,23,0,7.74,clear sky
350,Brunico,IT,46.8,11.94,42.01,64,74,0.92,broken clouds
351,Yamada,JP,39.47,141.95,46.67,51,3,7.43,clear sky
352,Kinkala,CG,-4.36,14.76,68.9,88,99,0.92,overcast clouds
353,Henties Bay,NA,-22.12,14.28,55.0,91,0,3.53,clear sky
354,Qasigiannguit,GL,68.82,-51.19,2.73,91,60,2.06,broken clouds
355,Grafton,US,42.21,-71.69,62.01,82,1,12.75,clear sky
356,Ixtlan,MX,20.18,-102.4,62.85,59,0,2.71,clear sky
357,Boa Vista,BR,2.82,-60.67,84.2,62,0,5.82,clear sky
358,Mackay,AU,-21.15,149.2,82.4,51,0,14.99,light rain
359,Canutama,BR,-6.53,-64.38,74.44,96,88,2.89,light rain
360,Tilichiki,RU,60.47,166.1,12.92,92,90,6.22,overcast clouds
361,Chulym,RU,55.1,80.96,30.2,94,100,13.89,overcast clouds
362,Panarukan,ID,-7.7,113.92,90.43,49,71,1.81,broken clouds
363,Auki,SB,-8.77,160.7,87.03,60,54,5.93,broken clouds
364,La Palma,US,33.85,-118.05,60.8,48,1,11.41,clear sky
